Zaman(s),Raw_Ax,Raw_Ay,Raw_Az,Raw_Gx,Raw_Gy,Raw_Gz,Angle_X,Angle_Y,Angle_Z,Filt_Ax,Filt_Ay,Filt_Az,Filt_Gx,Filt_Gy,Filt_Gz
17.1649,-1384,-2142,21819,-303,44,-212,183,172,136,3490,3836,17869,-437,3786,-1642
17.1809,3264,-1006,17319,-87,24,-48,183,172,136,2271,2341,18856,-404,2850,-1285
17.181,1176,974,20387,50,331,-4,168,142,134,2519,1504,18471,-325,2143,-976
17.1965,4140,170,13451,-18,-50,3,168,142,134,2183,1371,18950,-232,1690,-733
17.2125,2496,594,17695,18,83,7,169,139,134,2672,1070,17575,-179,1255,-549
17.2126,3348,266,15843,-6,-17,5,169,139,134,2628,951,17605,-130,962,-410
17.2289,3028,406,16603,6,21,7,171,137,133,2808,779,17164,-99,717,-307
17.229,3236,374,16183,4,-1,9,171,137,133,2863,685,17023,-73,543,-229
17.2445,3200,342,16295,3,-10,8,174,135,132,2956,607,16813,-54,407,-170
17.2605,3192,354,16195,5,-11,10,174,135,132,3017,540,16683,-40,302,-126
17.2606,3144,386,16443,8,2,9,175,134,132,3060,493,16561,-29,223,-92
17.2769,3404,242,15915,5,-17,9,175,134,132,3081,466,16531,-20,167,-67
17.2928,3224,474,15971,13,-1,8,177,133,132,3161,410,16377,-14,121,-48
17.2929,3120,422,16203,11,-1,8,177,133,132,3176,426,16275,-8,90,-34
17.3086,3164,422,16283,8,-1,7,177,133,132,3162,425,16257,-4,67,-24
17.3087,3232,362,16299,6,3,9,177,133,132,3162,424,16263,-1,50,-17
17.3249,3176,402,16319,8,12,6,176,133,132,3179,408,16272,0,38,-11
17.3405,3232,310,16375,8,14,8,176,133,132,3178,406,16283,2,31,-7
17.3406,3144,458,16439,9,22,7,176,132,132,3191,382,16306,3,26,-4
17.3566,3596,310,15515,-2,10,9,176,132,132,3179,401,16339,4,25,-2
17.3727,2288,1422,16591,18,55,41,178,132,131,3283,378,16133,2,21,0
17.3728,2888,874,16055,33,49,147,178,132,131,3034,639,16247,6,29,10
17.3885,2932,402,16615,48,72,232,173,137,131,2997,697,16199,12,34,44
17.4046,3460,-354,16671,51,77,254,173,137,131,2980,623,16303,21,43,91
17.4047,3968,-586,15691,41,49,178,175,132,131,3100,378,16395,28,51,131
17.4206,3192,334,16123,16,21,64,175,132,131,3317,137,16219,31,50,142
17.4207,3100,550,16095,16,32,25,178,129,131,3285,186,16195,27,42,122
17.4369,3156,398,16175,14,56,12,178,129,131,3238,277,16170,24,39,97
17.4525,3072,426,16543,18,88,8,177,131,131,3217,307,16171,21,43,75
17.4526,3136,302,16467,16,94,8,177,131,131,3180,336,16264,20,54,58
17.4685,3108,282,16387,11,75,5,176,132,131,3169,327,16314,19,64,45
17.4847,2976,-142,16351,5,54,0,176,132,131,3153,315,16332,17,66,35
17.4848,3084,-1262,16255,-2,46,-1,175,130,131,3108,200,16336,14,63,26
17.5014,3276,-1742,15959,-9,89,-34,175,130,131,3102,-166,16315,10,58,19
17.5166,3300,-1982,15759,-15,175,-125,176,118,131,3145,-560,16226,5,65,5
17.5167,3232,-2114,15775,-32,266,-249,176,118,131,3183,-916,16109,0,92,-28
17.5329,3340,-2026,16511,-64,344,-391,177,108,132,3195,-1216,16025,-8,135,-84
17.533,3672,-2190,15671,-93,411,-535,177,108,132,3231,-1419,16146,-22,187,-161
17.5489,3336,-1794,15251,-122,560,-690,180,101,132,3341,-1612,16027,-40,243,-255
17.5646,3188,-1614,16199,-149,785,-814,180,101,132,3339,-1658,15833,-61,322,-364
17.5647,2992,-618,15419,-171,913,-906,179,100,133,3301,-1647,15924,-83,437,-477
17.5806,2872,-662,16467,-176,994,-989,179,100,133,3223,-1390,15797,-105,556,-585
17.5969,2032,-258,15815,-187,992,-1087,176,106,134,3135,-1208,15964,-123,665,-686
17.597,3452,730,14879,-201,983,-1187,176,106,134,2859,-971,15926,-139,746,-787
17.6125,2364,250,14839,-208,1097,-1272,174,115,136,3007,-546,15664,-155,805,-887
17.6126,1856,-610,13467,-227,1477,-1340,174,115,136,2846,-347,15457,-169,878,-984
17.6288,3436,238,9431,-261,2243,-1422,168,116,137,2598,-413,14959,-184,1027,-1073
17.6449,3592,-946,13067,-287,3312,-1563,168,116,137,2807,-251,13577,-204,1331,-1161
17.645,6756,4298,715,-268,3961,-1747,174,113,138,3003,-425,13449,-225,1826,-1262
17.6608,2408,3294,15283,-254,4963,-1927,174,113,138,3941,755,10265,-236,2359,-1384
17.6767,-2300,4458,31379,-391,5270,-1930,183,137,139,3557,1389,11519,-241,3010,-1520
17.6767,-6548,5902,29863,-151,3545,-1601,183,137,139,2092,2156,16484,-279,3575,-1623
17.6925,-1976,6218,17087,-28,946,-959,126,162,141,-68,3092,19828,-247,3567,-1618
17.7089,540,226,15719,-1,0,-282,119,176,141,-545,3873,19142,-193,2911,-1454
17.709,308,262,16219,9,-103,-78,119,176,141,-274,2961,18286,-145,2183,-1161
17.7247,116,302,16795,11,-78,-18,125,156,139,-129,2286,17769,-107,1611,-891
17.7247,132,314,16607,8,-105,3,125,156,139,-68,1790,17525,-78,1188,-673
17.7407,220,214,16387,8,-120,8,127,146,138,-18,1421,17295,-57,864,-504
17.7569,356,254,16131,7,-65,12,127,146,138,41,1119,17068,-41,618,-376
17.757,352,218,16223,3,42,12,129,140,138,119,902,16833,-29,447,-279
17.7726,308,258,16259,0,163,7,129,140,138,177,731,16680,-21,345,-207
17.7887,248,198,16491,-4,280,7,131,135,137,209,612,16574,-16,299,-154
17.7888,28,246,16651,-4,353,5,131,135,137,218,508,16553,-13,294,-114
17.8049,-16,238,16839,-4,358,2,130,132,137,170,442,16577,-11,308,-85
17.805,-16,286,16611,-2,344,0,130,132,137,123,391,16642,-10,320,-64
17.8207,4,330,16507,-3,336,-2,129,131,137,88,364,16634,-8,326,-48
17.8366,-36,314,16515,-1,318,-1,129,131,137,67,355,16602,-7,328,-37
17.8367,-8,362,16515,1,293,1,128,131,137,41,344,16580,-6,325,-28
17.8529,-128,278,16611,0,255,0,128,131,137,28,348,16563,-5,317,-21
17.8689,-72,258,16491,-1,206,3,127,131,137,-11,330,16575,-4,301,-16
17.869,-56,290,16503,1,194,4,127,131,137,-27,312,16554,-4,277,-12
17.8846,-176,178,16627,2,199,4,127,130,137,-35,306,16541,-3,256,-8
17.9007,-152,258,16611,1,171,4,127,130,137,-71,274,16562,-2,241,-5
17.9008,-148,202,16583,1,146,1,126,131,137,-92,270,16574,-2,223,-3
17.9169,-196,250,16663,2,105,2,126,131,137,-106,253,16576,-2,203,-2
17.917,-216,238,16631,3,59,1,125,130,137,-129,252,16597,-1,178,-1
17.9326,-184,326,16459,3,31,1,125,130,137,-151,248,16605,0,148,-1
17.9485,-144,314,16595,3,26,3,124,131,137,-160,267,16568,0,118,-1
17.9486,-180,310,16575,5,36,4,124,131,137,-156,278,16574,0,95,0
17.9651,-180,286,16455,4,64,6,124,131,136,-162,286,16574,1,80,1
17.9805,-164,270,16523,4,72,5,124,131,136,-167,286,16544,1,76,2
17.9806,-284,198,16599,4,39,4,124,131,136,-167,282,16538,1,75,2
17.9968,-188,206,16531,6,1,7,124,131,136,-197,261,16553,1,66,2
18.0124,-24,170,16367,5,-4,7,123,130,136,-195,247,16547,2,49,3
18.0125,-296,302,16447,5,20,10,123,130,136,-153,227,16502,2,35,4
18.0287,-1260,562,16391,1,44,52,124,130,136,-189,245,16488,2,31,5
18.0288,-1244,550,16595,-1,70,210,124,130,136,-457,324,16463,1,34,16
18.0447,-1176,534,16619,-11,58,421,116,132,136,-654,380,16496,0,43,64
18.0606,-796,354,16899,-17,50,639,116,132,136,-785,418,16526,-3,46,153
18.0606,-700,446,16655,-23,40,796,115,133,135,-788,402,16619,-7,47,274
18.0774,-352,426,16187,-28,36,928,115,133,135,-766,413,16628,-11,45,404
18.0925,772,426,16671,-38,34,1023,117,133,134,-663,416,16517,-16,42,535
18.0926,508,438,16555,-37,54,1018,117,133,134,-305,418,16555,-22,40,657
18.1088,-412,458,16395,-34,68,951,126,133,133,-102,423,16555,-26,43,747
18.1089,180,186,16583,-29,28,887,126,133,133,-180,431,16515,-28,49,798
18.1247,-328,338,16467,-33,36,850,126,132,132,-90,369,16532,-29,43,820
18.1405,-516,618,16411,-33,45,873,126,132,132,-150,361,16515,-30,41,827
18.1406,-272,126,16795,-29,24,885,124,133,132,-242,425,16489,-31,42,838
18.1566,-28,138,16535,-27,9,861,124,133,132,-250,350,16565,-31,37,849
18.1729,-12,222,16423,-27,-8,829,124,131,131,-195,297,16557,-30,30,852
18.173,-208,594,16451,-24,-21,794,124,131,131,-150,278,16523,-30,20,846
18.1886,-88,338,16651,-26,-11,818,125,132,131,-165,357,16505,-29,9,833
18.2046,-624,618,16191,-24,-2,851,125,132,131,-146,352,16541,-29,4,829
18.2047,-144,582,16767,-30,6,892,123,133,130,-266,418,16453,-28,2,834
18.2209,-136,1030,16407,-31,0,914,123,133,130,-236,459,16531,-29,3,848
18.221,132,714,16431,-31,11,933,124,136,130,-211,601,16500,-30,2,864
18.2367,188,166,16551,-31,21,925,124,136,130,-126,629,16482,-31,4,881
18.2525,572,-34,16419,-25,23,871,127,135,130,-48,513,16499,-31,8,892
18.2526,4,-190,16831,-17,-25,773,127,135,130,107,376,16479,-30,11,886
18.2686,732,1214,15083,-21,-126,695,129,130,129,81,234,16567,-27,2,857
18.285,504,278,16567,-22,24,641,129,130,129,243,479,16196,-26,-30,816
18.2851,-84,518,16683,-18,57,608,132,134,129,308,428,16288,-25,-17,772
18.3005,-304,166,16359,-16,11,586,132,134,129,210,450,16386,-24,1,731
18.3005,-628,-6,16183,-17,5,584,129,132,129,81,379,16379,-22,3,694
18.3166,-540,-230,16507,-23,42,618,129,132,129,-97,282,16330,-21,3,666
18.3326,-536,-526,16299,-24,53,638,124,129,129,-208,154,16374,-22,12,654
18.3327,-264,-702,16607,-22,59,625,124,129,129,-290,-16,16355,-23,22,650
18.3485,-348,-222,16539,-23,51,596,123,124,129,-284,-188,16418,-23,31,643
18.3645,52,-270,16547,-18,20,553,123,124,129,-300,-197,16448,-23,36,631
18.3646,-732,418,16419,-16,17,501,124,123,128,-212,-216,16472,-22,32,611
18.3809,-676,590,16519,-17,16,521,124,123,128,-342,-58,16458,-21,28,583
18.3966,-948,1014,16659,-22,24,636,121,128,128,-426,104,16473,-20,25,567
18.3967,-1212,1390,16431,-25,15,791,121,128,128,-557,331,16519,-21,24,584
18.413,-368,626,16679,-33,14,964,116,136,128,-721,595,16497,-22,21,635
18.4132,284,-326,16691,-35,11,1082,116,136,128,-633,602,16542,-25,19,717
18.4289,244,-342,16619,-39,18,1071,121,132,126,-404,370,16579,-28,17,808
18.4445,680,-390,16363,-35,-2,933,121,132,126,-242,192,16589,-31,17,873
18.4446,180,-378,16583,-23,13,726,127,127,126,-12,46,16532,-32,12,888
18.4605,-324,446,16643,-17,6,599,127,127,126,36,-60,16544,-30,12,847
18.4765,-248,610,16599,-19,-15,584,127,128,126,-54,66,16568,-27,10,785
18.4766,-216,362,16295,-20,-14,617,127,128,126,-103,202,16575,-25,3,734
18.4929,-724,150,16475,-20,7,664,125,131,126,-132,242,16505,-24,-2,704
18.5085,-492,682,16707,-24,11,732,125,131,126,-280,219,16497,-23,0,694
18.5086,-740,254,16407,-28,5,839,122,132,126,-333,334,16549,-24,2,703
18.5245,-448,526,16603,-30,-14,945,121,131,126,-435,314,16513,-25,2,737
18.5246,-344,-2,16767,-30,-26,1023,121,131,126,-439,367,16535,-27,-2,789
18.5409,-100,-270,16563,-33,-28,1044,121,132,124,-416,274,16593,-28,-8,847
18.5566,-268,-302,16491,-32,-29,995,121,132,124,-337,138,16585,-30,-13,896
18.5566,-560,-206,16703,-26,-26,883,123,128,124,-320,28,16561,-31,-17,920
18.5725,264,-174,16307,-27,-18,794,123,128,124,-380,-31,16596,-30,-20,910
18.5889,628,-438,16971,-20,-11,703,124,126,124,-219,-67,16523,-30,-20,881
18.5889,-132,298,16043,-11,-43,560,124,126,124,-8,-160,16635,-28,-18,836
18.6045,36,-226,16763,-8,0,447,127,127,124,-39,-46,16487,-24,-25,767
18.6045,168,-170,16647,-1,-9,276,127,127,124,-21,-91,16556,-20,-19,687
18.6206,-240,50,16831,2,-7,125,128,126,124,26,-111,16578,-16,-17,584
18.6369,-500,562,16379,7,-2,56,128,126,124,-41,-71,16641,-12,-15,469
18.6369,-540,350,16563,5,12,105,125,129,124,-156,87,16575,-8,-12,365
18.6525,868,-814,16899,-2,23,143,125,129,124,-252,152,16572,-5,-6,300
18.6685,-56,194,16311,1,4,56,128,125,124,28,-90,16653,-5,1,260
18.6686,-188,186,16447,4,9,20,128,125,124,7,-19,16567,-4,1,209
18.6845,-28,46,16475,1,17,1,127,127,125,-42,32,16537,-2,3,161
18.7007,-12,-98,16467,5,32,-44,127,127,125,-39,35,16521,-2,6,121
18.7008,336,-502,16383,10,46,-127,127,127,125,-33,1,16507,-1,12,79
18.7165,296,-278,16603,13,50,-261,127,127,125,59,-125,16476,1,20,27
18.7166,52,14,16479,18,45,-411,128,124,126,118,-164,16507,4,27,-45
18.7325,-28,10,16679,22,34,-508,128,124,126,101,-120,16500,7,31,-137
18.7489,148,-218,16415,30,23,-591,128,125,126,68,-88,16544,10,31,-230
18.749,376,-382,16567,34,21,-712,128,125,126,88,-121,16511,15,29,-321
18.7649,-136,158,16623,39,21,-876,129,124,127,160,-187,16525,19,27,-419
18.7805,-716,822,16363,42,17,-969,129,124,127,86,-101,16549,24,25,-534
18.7806,-816,798,16399,38,14,-898,125,129,129,-115,129,16502,28,23,-643
18.7965,-1204,1182,16563,35,0,-712,125,129,129,-291,296,16476,30,20,-707
18.8128,-948,990,16387,24,-16,-445,118,135,129,-520,517,16497,31,15,-709
18.8129,-824,806,16375,12,-13,-227,118,135,129,-627,635,16469,29,7,-643
18.8285,-260,230,16503,8,-7,-66,116,137,129,-677,677,16445,24,2,-539
18.8286,-252,198,16559,6,-12,-11,116,137,129,-573,565,16459,20,-1,-421
18.8445,-244,222,16571,4,-21,6,119,135,128,-493,473,16484,16,-4,-319
18.8604,-336,226,16715,5,-35,15,119,135,128,-431,410,16505,13,-9,-238
18.8605,-680,634,16451,2,-40,46,120,133,128,-408,364,16557,11,-16,-175
18.8766,-1424,1206,16411,-4,-40,191,120,133,128,-476,431,16530,8,-22,-120
18.8927,-1300,1186,16395,-11,-38,437,115,137,128,-713,624,16500,5,-27,-43
18.8927,-908,1114,16743,-16,-63,666,115,137,128,-860,764,16473,1,-30,77
18.9089,-396,1010,16487,-25,-52,896,114,141,127,-872,851,16540,-4,-39,224
18.909,-1340,830,16043,-36,-40,1094,114,141,127,-753,890,16526,-10,-43,392
18.9254,-408,406,17047,-43,11,1252,113,141,124,-900,875,16405,-17,-43,567
18.9404,208,-218,16063,-44,5,1314,113,141,124,-777,757,16565,-24,-30,738
18.9405,472,-578,16739,-47,31,1301,119,136,123,-531,513,16439,-29,-22,882
18.9563,500,-1198,16063,-40,59,1143,119,136,123,-281,240,16514,-34,-9,986
18.9724,1484,-1650,16807,-27,71,837,126,125,122,-86,-120,16401,-36,8,1025
18.9725,700,-722,16323,-13,46,382,126,125,122,306,-503,16502,-34,23,978
18.9884,-120,182,16531,-2,36,113,134,118,122,404,-558,16457,-29,28,829
19.0045,-264,278,16391,5,35,38,134,118,122,273,-373,16475,-23,30,650
19.0046,-224,202,16475,6,45,13,130,123,124,138,-211,16454,-16,31,497
19.0208,20,54,16435,4,42,1,130,123,124,47,-108,16459,-11,34,376
19.0209,1188,-494,16715,8,35,-48,128,125,124,40,-68,16453,-8,36,282
19.0365,1472,-610,16571,16,44,-235,128,125,124,327,-175,16518,-4,35,199
19.0526,1980,-870,16679,25,37,-511,136,122,124,613,-284,16531,1,37,90
19.0527,1384,-434,16459,38,34,-875,136,122,124,954,-431,16568,7,37,-61
19.0685,1444,-238,16487,47,36,-1165,143,120,126,1061,-432,16540,14,36,-265
19.0845,-916,814,16475,54,60,-1381,143,120,126,1156,-384,16526,22,36,-490
19.0846,-1868,510,16271,57,54,-1414,136,125,128,638,-85,16513,30,42,-713
19.1006,-2296,158,16719,57,42,-1311,136,125,128,11,63,16452,36,45,-889
19.1007,-1564,78,16115,56,34,-1206,118,128,129,-566,86,16518,41,44,-995
19.1168,-1028,826,16703,52,43,-1164,118,128,129,-816,84,16417,44,41,-1048
19.1335,-2236,710,16671,46,35,-1081,113,131,131,-869,269,16488,46,41,-1077
19.1336,-2016,982,16531,35,46,-814,113,131,131,-1211,379,16533,46,39,-1078
19.1485,-1440,802,16387,18,81,-450,104,135,130,-1413,529,16532,43,40,-1012
19.1649,-440,310,16511,7,76,-156,104,135,130,-1420,597,16495,36,50,-872
19.1649,-292,222,16471,1,59,-43,108,135,130,-1175,525,16499,28,56,-693
19.181,-360,254,16591,1,43,-11,108,135,130,-955,449,16492,21,56,-531
19.1966,-324,130,16523,3,21,-2,114,133,129,-807,400,16516,16,52,-401
19.1967,-304,258,16475,4,3,1,114,133,129,-687,332,16517,12,44,-302
19.2127,-320,270,16567,5,-4,2,117,131,128,-592,313,16506,10,33,-227
19.2127,-284,238,16547,5,-4,1,117,131,128,-524,302,16521,8,23,-170
19.2295,184,-114,16527,6,-11,-4,119,131,128,-464,286,16527,7,16,-128
19.2446,1028,-1178,16563,13,-22,-116,119,131,128,-302,186,16527,6,9,-97
19.2447,84,-322,16567,23,-18,-363,127,124,128,30,-155,16536,7,1,-102
19.2604,452,-210,16695,33,-16,-566,127,124,128,43,-197,16543,11,-4,-168
19.2767,444,-234,16471,41,-21,-724,129,124,129,145,-201,16581,16,-7,-268
19.2768,676,-218,16611,46,-34,-865,129,124,129,219,-210,16553,22,-11,-382
19.2926,572,158,16479,55,-40,-980,132,124,129,333,-212,16567,28,-17,-503
19.3085,-4,462,16743,64,-36,-1080,132,124,129,392,-120,16545,34,-23,-623
19.3087,1020,230,16415,64,-59,-1174,131,128,131,293,25,16594,41,-27,-738
19.3249,-872,1502,16031,67,-76,-1197,131,128,131,474,76,16549,46,-35,-847
19.325,296,470,16603,59,-70,-1068,129,134,132,137,432,16419,51,-46,-935
19.3411,-184,322,16479,52,-67,-957,129,134,132,176,441,16465,53,-52,-969
19.3565,-2312,2386,17391,27,-48,-547,129,134,132,86,411,16468,52,-56,-966
19.3566,-24,350,16139,13,-23,-157,118,142,133,-514,904,16698,45,-54,-862
19.3729,-516,366,16835,8,-10,-40,118,142,133,-392,765,16558,37,-47,-686
19.3889,-436,190,16719,8,-23,-6,120,138,132,-423,665,16627,29,-38,-525
19.389,-300,246,16567,5,-19,4,120,138,132,-427,546,16650,23,-35,-396
19.4044,-260,278,16455,5,-6,4,120,135,131,-396,471,16629,18,-31,-296
19.4045,-132,150,16455,6,0,4,120,135,131,-362,422,16585,14,-25,-221
19.4207,-12,82,16583,8,8,-8,122,133,130,-305,354,16552,12,-19,-165
19.4368,-60,106,16487,9,20,-46,122,133,130,-232,286,16559,11,-13,-126
19.4369,-572,450,16407,7,45,-80,124,131,131,-189,241,16541,10,-5,-106
19.4525,-568,346,16763,7,57,-47,124,131,131,-285,293,16507,9,7,-100
19.4689,-280,270,16543,5,33,-8,121,131,131,-356,306,16571,8,19,-87
19.469,-296,274,16555,4,20,3,121,131,131,-337,297,16564,7,22,-68
19.4847,-248,206,16487,7,17,4,121,131,131,-327,291,16561,6,21,-51
19.5009,-188,206,16363,4,25,2,121,131,131,-308,269,16542,6,20,-38
19.501,-396,290,16655,5,23,-1,122,130,131,-278,253,16497,5,21,-28
19.5164,-244,154,16495,6,15,3,122,130,131,-308,262,16536,5,21,-22
19.5165,-252,254,16659,8,9,6,122,130,131,-292,235,16525,5,19,-16
19.5328,-492,330,16687,3,-3,8,122,130,131,-282,239,16558,5,16,-11
19.5493,-12,270,16295,0,-23,9,121,131,131,-335,261,16590,4,11,-7
19.5494,-232,274,16427,0,-34,11,121,131,131,-255,263,16516,3,2,-3
19.5645,-116,322,16383,3,-34,13,123,132,130,-250,265,16493,2,-7,0
19.5804,-228,162,16607,4,-29,11,123,132,130,-217,279,16465,2,-14,3
19.5805,-308,270,16559,2,-40,11,123,131,130,-220,249,16500,2,-18,5
19.5968,-44,266,16111,3,-12,8,123,131,130,-242,254,16514,2,-24,6
19.5969,-596,246,16779,1,6,7,123,132,130,-193,257,16413,2,-21,6
19.6124,-280,150,16479,6,-3,9,123,132,130,-294,254,16504,1,-15,6
19.6284,-180,158,16319,5,0,7,122,131,130,-291,228,16497,2,-12,6
19.6285,-256,242,16347,7,0,9,122,131,130,-264,210,16452,2,-9,6
19.645,-324,258,16511,6,9,6,122,131,130,-262,218,16425,3,-7,6
19.6607,-372,318,16699,3,29,5,122,131,130,-278,228,16446,3,-3,6
19.6608,-364,318,16675,1,29,8,122,130,130,-302,250,16509,3,5,5
19.6764,-344,254,16647,1,34,7,122,130,130,-318,267,16550,2,11,5
19.6928,-352,274,16579,4,33,7,121,131,130,-325,263,16574,1,16,5
19.6929,-388,222,16555,2,62,5,121,131,130,-332,265,16575,1,20,5
19.7088,-324,290,16535,-3,58,6,121,130,130,-346,254,16570,1,30,5
19.7089,-600,146,16719,2,11,8,121,130,130,-341,263,16561,0,37,5
19.7245,-136,190,16443,4,24,7,120,130,130,-406,233,16600,0,30,5
19.7406,-184,226,16327,3,25,6,120,130,130,-339,222,16560,1,28,5
19.7407,-904,342,17239,3,-3,8,122,130,130,-301,223,16501,1,27,5
19.7568,-268,242,16387,4,14,9,122,130,130,-452,252,16685,1,19,5
19.7724,-312,230,16575,4,29,8,120,130,130,-406,249,16610,1,17,6
19.7725,-372,310,16647,4,20,8,120,130,130,-383,244,16601,1,20,6
19.7887,-304,270,16491,3,5,10,121,131,130,-381,260,16612,1,20,6
19.8048,-380,258,16611,6,-1,10,121,131,130,-362,262,16581,1,16,7
19.8049,-304,222,16463,4,3,9,121,131,130,-367,261,16588,2,11,7
19.8205,-332,182,16451,4,5,7,121,131,130,-352,251,16556,2,9,7
19.8206,-304,218,16507,4,18,2,121,130,130,-347,233,16529,2,8,7
19.8364,-344,134,16515,3,31,0,121,130,130,-337,229,16523,2,10,5
19.8528,-340,222,16507,3,43,-1,121,130,130,-339,205,16521,2,15,3
19.8529,-328,250,16475,2,70,-2,121,130,130,-340,209,16517,2,22,2
19.8688,-308,310,16531,0,130,-1,121,130,130,-337,219,16506,2,34,1
19.8844,-372,206,16487,-3,195,0,121,130,130,-330,241,16512,1,58,0
19.8844,-368,-30,16591,-2,188,-5,121,130,130,-341,232,16505,0,92,0
19.9008,564,-1210,16611,6,105,-80,121,130,130,-348,166,16526,-1,116,-2
19.9009,788,-1382,16239,17,89,-318,125,124,131,-120,-178,16547,0,113,-22
19.9172,128,-310,16331,34,92,-621,125,124,131,107,-479,16470,4,107,-96
19.9324,500,-1270,16547,44,57,-821,128,120,131,112,-437,16435,11,103,-228
19.9324,-620,-462,16547,48,38,-962,128,120,131,209,-646,16463,19,91,-377
19.9485,-84,-922,16547,58,39,-1053,127,117,133,1,-600,16484,26,77,-524
19.9652,-448,250,16803,60,58,-1109,127,117,133,-21,-681,16499,34,67,-657
19.9652,-120,-214,16271,62,64,-1107,125,119,134,-128,-449,16575,40,64,-770
19.9807,-260,-174,16835,61,74,-1105,125,119,134,-126,-391,16499,45,64,-855
19.9964,-456,94,16571,59,55,-1089,124,121,134,-160,-337,16583,49,66,-918
19.9965,-1660,546,17083,57,46,-1039,124,121,134,-234,-230,16580,51,63,-961
20.0124,-880,490,16599,52,37,-964,117,126,135,-591,-36,16705,52,58,-981
