Zaman(s),Raw_Ax,Raw_Ay,Raw_Az,Raw_Gx,Raw_Gy,Raw_Gz,Angle_X,Angle_Y,Angle_Z,Filt_Ax,Filt_Ay,Filt_Az,Filt_Gx,Filt_Gy,Filt_Gz
13.8368,16564,334,91,-21,-103,9,255,134,117,16690,463,-160,-3,-84,7
13.8369,16648,298,-73,-16,-133,10,255,134,117,16658,430,-98,-8,-89,7
13.8531,16688,298,-129,-11,-179,10,255,134,117,16655,397,-92,-10,-100,7
13.8691,17108,558,-989,-1,-207,10,255,133,117,16663,372,-102,-11,-120,7
13.8691,16488,390,215,3,-199,11,255,133,117,16774,418,-324,-9,-142,7
13.8847,16632,354,-185,5,-195,11,255,134,117,16702,411,-190,-6,-157,8
13.9011,16824,498,-669,-1,-186,10,255,134,117,16684,396,-189,-4,-167,8
13.9011,16684,434,-385,-19,-186,7,255,134,117,16719,421,-309,-4,-172,8
13.9167,16560,614,-405,-20,-186,10,255,134,117,16710,424,-328,-8,-176,7
13.9326,16380,198,367,-35,-286,11,255,135,117,16672,471,-348,-11,-179,7
13.9327,16384,438,335,-12,-305,9,255,135,117,16599,402,-170,-17,-206,8
13.9488,16772,378,-729,3,-352,10,255,134,117,16545,411,-44,-16,-231,8
13.9489,16476,390,299,4,-349,9,255,134,117,16601,402,-216,-12,-262,8
13.9646,16628,782,-1733,-31,-586,12,255,135,117,16569,399,-88,-8,-284,8
13.9806,19044,326,-1713,-135,-832,15,255,135,117,16583,494,-500,-14,-360,9
13.9806,16440,342,95,-45,-710,14,255,136,117,17198,452,-804,-45,-478,10
13.9967,16660,566,-737,3,-672,13,255,136,117,17008,424,-580,-45,-536,11
14.0125,16744,354,-1009,8,-592,11,255,137,117,16921,459,-620,-33,-570,11
14.0126,16856,310,-1341,12,-483,13,255,137,117,16876,432,-718,-23,-576,11
14.0286,16592,470,-609,8,-345,10,255,136,117,16871,401,-874,-15,-553,11
14.0286,17160,846,-2429,-23,-256,13,255,136,117,16801,418,-808,-10,-501,10
14.0446,16972,-66,-1073,-76,-96,11,255,137,117,16890,525,-1214,-14,-440,10
14.061,16676,138,-625,-56,15,9,255,137,117,16910,377,-1179,-30,-354,10
14.0611,16504,386,-465,-19,99,8,255,133,117,16851,317,-1041,-37,-262,9
14.077,16852,358,-1165,-6,140,8,255,133,117,16764,334,-897,-33,-172,8
14.0926,16744,418,-1081,-4,200,3,255,133,117,16786,340,-964,-27,-94,8
14.0926,16840,430,-1229,-3,254,3,255,133,117,16775,359,-994,-22,-21,6
14.1086,16684,322,-1069,-7,322,3,255,132,117,16791,376,-1053,-18,47,5
14.1251,16852,462,-1149,-8,401,5,255,132,117,16764,362,-1057,-16,115,4
14.1251,16900,498,-1041,-6,467,3,255,133,117,16786,387,-1080,-14,186,4
14.1406,16608,462,-661,-2,503,2,255,133,117,16814,414,-1071,-12,256,3
14.1407,16448,422,263,-6,462,4,255,132,117,16762,426,-969,-10,317,2
14.1568,17028,502,-517,-4,371,4,255,132,117,16683,425,-661,-9,353,2
14.1731,16396,386,135,-4,220,6,255,132,117,16769,444,-625,-8,357,2
14.1731,16700,462,-333,2,95,7,255,132,117,16675,429,-435,-7,322,3
14.1892,16740,442,-485,2,32,9,255,132,117,16681,437,-410,-5,265,4
14.2048,16768,410,-657,3,6,6,255,132,117,16695,438,-429,-4,206,5
14.2048,16712,406,-577,3,-1,8,255,133,117,16713,431,-486,-3,156,5
14.2207,16756,422,-597,0,-8,9,255,133,117,16712,424,-509,-2,116,5
14.2208,16772,418,-497,0,-10,10,255,133,117,16723,423,-531,-2,85,6
14.237,16736,442,-721,1,-2,8,255,133,117,16735,421,-523,-2,61,7
14.2526,16696,418,-653,1,19,6,255,133,117,16735,426,-573,-2,45,7
14.2526,17032,466,-1749,3,40,7,255,133,117,16725,424,-593,-2,38,6
14.2687,16532,514,-153,0,48,7,255,133,117,16801,434,-882,-1,38,6
14.2851,16716,478,-797,0,-11,6,255,133,117,16733,454,-700,-1,40,6
14.2851,16768,406,-665,6,8,7,255,134,117,16728,460,-725,-1,27,6
14.3007,16748,458,-529,3,26,8,255,134,117,16738,446,-710,0,22,6
14.3166,16732,422,-629,5,22,8,255,134,117,16740,449,-665,0,23,6
14.3167,16776,426,-501,6,30,8,255,134,117,16738,442,-656,1,22,6
14.333,16696,358,-521,5,37,8,255,133,117,16747,438,-618,2,24,6
14.3331,16772,434,-509,4,30,8,255,133,117,16734,418,-594,2,27,6
14.3487,16808,450,-877,1,37,10,255,133,118,16743,422,-573,2,27,6
14.3646,16768,410,-541,3,69,8,255,133,118,16759,429,-649,1,29,7
14.3647,16676,406,-377,3,92,6,255,133,118,16761,424,-622,1,39,7
14.381,16468,410,-233,-2,92,6,255,133,118,16739,419,-561,1,52,6
14.397,16700,422,-373,4,75,7,255,133,118,16671,416,-479,0,62,6
14.3971,16648,402,-193,3,28,8,255,133,118,16678,417,-453,1,65,6
14.4126,16704,438,-321,2,-33,9,255,133,118,16670,413,-388,1,55,6
14.429,16736,450,-601,1,-73,8,255,133,118,16678,419,-372,1,33,6
14.4291,18080,1050,-4541,-17,-30,11,255,133,118,16692,426,-430,1,6,6
14.4447,21652,-942,-9377,-557,955,12,255,137,118,17039,582,-1458,-4,-3,7
14.4447,14936,806,2775,-1531,2870,-19,255,137,118,18192,201,-3438,-143,236,8
14.4606,15428,-346,4947,-1748,2796,-37,255,129,118,17378,352,-1885,-490,894,1
14.4767,13156,-62,9079,-1378,1793,-37,255,129,118,16890,177,-177,-805,1369,-9
14.4768,15908,586,2459,-788,495,-17,255,123,119,15956,117,2137,-949,1475,-16
14.493,16500,1070,-217,-378,-236,-2,255,123,119,15944,234,2217,-909,1230,-17
14.5086,16272,362,1731,-276,-365,0,255,130,119,16083,443,1608,-777,863,-14
14.5087,16776,486,-29,-108,-551,7,255,130,119,16130,422,1638,-652,556,-11
14.5246,16872,430,-257,-20,-627,9,255,132,119,16291,438,1221,-516,279,-7
14.5247,16816,434,-113,9,-613,10,255,132,119,16436,436,851,-392,52,-3
14.541,16908,426,-769,14,-554,14,255,134,118,16531,435,610,-292,-115,0
14.5568,16752,450,-217,15,-455,12,255,134,118,16625,432,265,-216,-225,3
14.5569,16640,382,19,17,-390,10,255,135,118,16656,436,144,-159,-283,5
14.5727,16712,418,47,20,-410,13,255,135,118,16652,422,112,-115,-310,6
14.5886,16596,422,183,18,-463,13,255,135,118,16667,421,95,-82,-335,7
14.5887,16644,314,211,20,-531,14,255,135,118,16649,421,117,-57,-367,8
14.6055,16836,430,-625,20,-567,14,255,135,118,16647,394,140,-38,-408,9
14.6205,16676,434,-265,22,-526,13,255,135,118,16694,403,-52,-24,-448,10
14.6206,17032,494,-897,27,-480,13,255,135,118,16689,410,-106,-13,-468,10
14.6366,16588,298,-225,23,-447,11,255,135,118,16774,431,-304,-3,-471,10
14.6367,16848,578,-441,27,-400,10,255,135,118,16727,397,-285,3,-465,10
14.6527,16572,462,435,44,-384,12,255,135,118,16757,442,-324,9,-449,10
14.6686,17292,106,-105,121,-362,10,255,135,118,16710,447,-135,17,-433,10
14.6687,16676,166,223,271,-181,3,255,135,118,16855,361,-128,43,-416,10
14.6847,16356,330,-1153,369,-61,3,255,133,118,16810,312,-41,100,-358,8
14.701,16700,286,-1501,331,-62,4,255,133,118,16696,316,-319,167,-284,6
14.7011,16848,-218,-945,269,-97,6,255,132,118,16697,308,-615,208,-229,5
14.7166,16884,66,-1189,307,-109,6,255,132,118,16734,176,-698,223,-196,5
14.7167,16724,-730,-153,362,-137,2,255,130,118,16771,148,-821,244,-175,5
14.7326,16844,974,-925,451,-76,-1,255,130,118,16759,-72,-654,273,-166,4
14.7491,16916,262,-1101,479,14,2,255,130,118,16780,189,-722,317,-144,2
14.7493,15988,874,-265,465,108,3,255,130,118,16814,207,-817,357,-105,2
14.765,17704,306,-1465,500,-103,-1,255,133,118,16607,373,-679,384,-52,2
14.7809,16732,1142,-301,493,10,-2,255,133,118,16881,356,-876,413,-65,1
14.781,16416,1686,-661,381,93,-1,255,136,118,16843,552,-733,433,-47,0
14.7966,16508,674,-29,180,28,7,255,136,118,16736,835,-715,420,-12,-1
14.813,15956,350,1727,59,-164,9,255,140,118,16679,794,-544,360,-2,1
14.8133,16964,506,-1249,31,-351,11,255,140,118,16498,683,23,284,-43,3
14.8286,18244,-322,1063,-17,-807,22,255,137,118,16614,638,-295,220,-120,5
14.8287,17196,-178,-3373,33,-1145,22,255,137,118,17021,398,44,160,-292,9
14.8447,17564,590,-4161,75,-807,17,255,132,118,17064,254,-811,128,-506,12
14.8605,16652,298,-485,47,-412,13,255,132,118,17189,338,-1649,114,-582,13
14.8606,16616,590,-441,26,-351,13,255,135,118,17054,328,-1358,97,-540,13
14.8765,16888,462,-1265,22,-449,18,255,135,118,16944,393,-1129,79,-493,13
14.8926,16956,642,-1897,25,-385,16,255,135,118,16930,410,-1163,64,-482,14
14.8927,17044,514,-2385,14,-149,12,255,135,118,16936,468,-1347,54,-458,14
14.9088,16616,442,-1145,3,107,6,255,136,118,16963,479,-1607,44,-381,13
14.9247,16588,422,-753,1,238,3,255,136,118,16876,469,-1492,33,-259,11
14.9248,16576,358,-601,1,237,3,255,135,118,16804,457,-1308,25,-135,9
14.9406,16536,450,-345,1,175,3,255,135,118,16747,432,-1132,19,-42,7
14.9407,16612,442,-633,2,79,8,255,133,118,16694,436,-936,14,12,6
14.9567,16756,438,-1097,-1,3,9,255,133,118,16673,437,-861,11,28,6
14.973,16796,382,-1253,1,1,7,255,133,118,16693,437,-920,8,21,6
14.9731,16588,410,-585,1,31,7,255,133,118,16718,423,-1004,6,16,6
14.9886,16700,422,-881,2,7,10,255,133,118,16685,419,-900,4,19,6
15.0047,16740,458,-973,4,-19,9,255,133,118,16688,419,-896,3,16,7
15.0047,16740,430,-1137,2,-12,10,255,133,118,16701,428,-916,3,7,7
15.021,16696,410,-853,5,20,9,255,133,118,16710,428,-972,2,2,7
15.0211,16640,462,-737,7,24,9,255,133,118,16706,423,-943,2,6,7
15.0366,16680,382,-853,7,-13,9,255,133,118,16689,432,-892,3,10,7
15.0526,16732,442,-1021,8,-35,9,255,133,118,16686,419,-883,4,4,7
15.0527,16732,398,-933,6,-28,11,255,133,118,16697,424,-918,5,-6,7
15.069,16720,374,-869,4,-18,9,255,134,118,16705,417,-922,5,-12,8
15.0846,16732,402,-997,5,-14,10,255,134,118,16708,406,-909,4,-14,8
15.0847,16760,450,-1013,5,-6,8,255,134,118,16714,405,-931,4,-14,8
15.1006,16796,374,-1373,4,40,6,255,134,118,16725,416,-952,4,-12,8
15.117,16820,402,-1269,5,106,7,255,133,118,16742,405,-1058,4,1,7
15.1171,16864,370,-1493,1,219,7,255,133,118,16761,404,-1111,4,27,7
15.1326,17200,534,-2709,-7,347,5,255,133,118,16786,395,-1207,3,75,7
15.1327,16168,386,1355,-7,411,3,255,133,118,16889,429,-1583,0,143,6
15.149,16500,514,3,3,155,8,255,133,118,16708,418,-849,-2,210,5
15.165,16720,402,-1157,9,-40,9,255,133,118,16656,442,-636,-1,196,5
15.1651,16768,358,-1037,6,-28,8,255,133,118,16672,432,-767,1,137,6
15.1807,16772,446,-773,7,-5,10,255,133,118,16696,413,-835,2,95,6
15.1965,16744,414,-1201,5,11,10,255,133,118,16715,421,-820,3,70,7
15.1966,16680,410,-1021,6,48,7,255,133,118,16722,419,-916,3,55,7
15.2126,16704,422,-945,4,83,7,255,133,118,16711,416,-943,3,53,7
15.2127,16764,218,-961,1,127,7,255,133,118,16709,417,-944,3,60,7
15.2291,16532,426,-689,-3,212,6,255,132,118,16722,367,-949,2,76,7
15.2446,16688,454,-753,0,235,5,255,132,118,16674,381,-884,0,110,6
15.2446,16544,490,-265,4,195,8,255,133,118,16677,399,-852,0,141,5
15.2605,16684,502,-385,7,124,6,255,133,118,16643,421,-706,1,154,5
15.2771,16720,442,-725,8,77,6,255,133,118,16653,441,-626,2,146,5
15.2772,17088,354,-1209,5,83,6,255,133,118,16669,441,-651,3,128,5
15.2932,16808,314,-465,11,142,7,255,133,118,16773,419,-791,3,116,5
15.3087,16568,254,-105,26,172,5,255,133,118,16781,392,-710,5,122,5
15.3088,17120,294,-853,46,176,6,255,133,118,16727,357,-559,10,134,5
15.3251,17328,346,-1221,132,426,2,255,132,118,16825,341,-633,19,144,5
15.3252,17620,642,-1029,194,742,-2,255,132,118,16950,342,-780,47,214,4
15.3407,16208,1010,339,253,1239,-4,255,132,118,17117,417,-843,83,346,2
15.3566,16556,838,-21,191,1499,-5,255,132,118,16889,565,-548,125,569,0
15.3567,16504,706,-925,38,1402,-5,255,133,119,16805,633,-417,141,801,-2
15.373,16708,38,-1301,-138,1118,-3,255,133,119,16729,651,-544,115,951,-3
15.389,16644,342,-41,-262,990,-4,255,131,119,16723,497,-734,51,992,-3
15.3891,16676,494,-265,-235,900,-3,255,131,119,16703,458,-561,-28,991,-4
15.4046,16436,-50,815,-171,830,1,255,131,119,16696,467,-487,-80,968,-4
15.4206,16644,370,407,-58,709,3,255,131,119,16631,337,-162,-103,933,-3
15.4207,16732,494,95,-26,675,3,255,129,119,16634,345,-20,-92,877,-2
15.437,16800,462,95,-17,701,2,255,129,119,16658,382,8,-76,826,-1
15.4372,16808,398,43,-16,774,4,255,130,119,16693,402,29,-62,794,-1
15.4528,16848,418,127,-19,849,3,255,130,119,16721,401,32,-51,789,0
15.4686,16756,498,235,-18,906,1,255,130,119,16752,405,55,-43,804,0
15.4687,16660,410,703,-20,942,1,255,130,119,16753,428,100,-37,829,0
15.485,16608,418,1059,-20,927,3,255,130,119,16729,423,250,-33,857,0
15.501,16552,458,1211,-19,866,2,255,130,119,16698,421,452,-30,874,0
15.5011,16604,498,1447,-15,781,2,255,130,119,16661,430,641,-28,872,0
15.5166,16548,438,1583,-13,671,5,255,130,119,16646,447,842,-25,849,0
15.5167,16620,422,1319,-10,558,5,255,130,119,16621,444,1027,-22,804,1
15.5326,16696,410,923,-6,499,3,255,130,119,16620,438,1100,-19,742,2
15.549,16700,366,1039,-8,496,5,255,131,119,16639,431,1055,-16,681,2
15.5491,16812,410,875,-8,511,6,255,131,119,16654,414,1051,-14,634,2
15.5646,16636,434,1235,-9,528,6,255,131,119,16693,413,1007,-13,603,3
15.5807,16616,446,1467,-7,520,4,255,131,119,16678,418,1064,-12,584,3
15.5808,16568,418,1719,-8,476,5,255,131,119,16662,425,1164,-11,568,3
15.5967,16604,370,1467,-8,407,5,255,131,119,16638,423,1302,-11,545,3
15.6126,16444,538,1675,-5,348,5,255,132,119,16629,409,1343,-11,510,3
15.6126,16508,466,1763,-4,288,6,255,132,119,16582,441,1426,-10,469,3
15.6286,16456,454,1987,-1,211,8,255,132,119,16563,447,1510,-9,423,3
15.6287,16512,470,2027,3,89,8,255,132,119,16536,448,1629,-7,370,4
15.645,16592,482,1595,5,-38,9,255,133,119,16530,453,1728,-5,299,5
15.6607,16756,706,1075,6,-98,9,255,133,119,16545,460,1694,-3,214,6
15.6608,17384,1654,279,-12,47,7,255,135,119,16597,521,1539,-1,136,6
15.6766,17296,1550,571,-171,710,-12,255,135,119,16793,804,1224,-4,113,6
15.6929,16772,1518,-181,-418,1558,-44,255,141,119,16918,990,1060,-46,262,1
15.693,16216,470,-1,-677,1954,-78,255,141,119,16881,1122,749,-139,586,-11
15.709,18092,498,623,-878,2198,-113,255,138,120,16714,959,561,-274,928,-28
15.7245,15156,878,2003,-881,2272,-119,255,138,120,17058,843,576,-425,1245,-50
15.7246,15140,-394,2835,-766,2064,-116,255,135,120,16582,851,932,-539,1501,-68
15.7405,16608,-354,2519,-395,1502,-60,255,135,120,16221,539,1407,-596,1641,-80
15.7406,16252,210,2695,-109,1272,-14,255,125,120,16317,315,1685,-546,1606,-75
15.7566,16380,662,3011,-14,1145,2,255,125,120,16300,288,1937,-437,1522,-60
15.7726,16316,-294,3295,33,1061,12,255,127,120,16320,381,2205,-332,1427,-45
15.7726,16380,-610,2939,56,1010,16,255,127,120,16319,212,2477,-241,1335,-31
15.7886,16420,-410,2631,52,1012,18,255,123,120,16334,6,2592,-167,1253,-20
15.8049,16340,182,3255,15,948,10,255,123,120,16355,-98,2601,-113,1192,-11
15.805,16452,446,3203,-1,879,7,255,122,120,16351,-28,2764,-81,1131,-6
15.8206,16136,470,3559,-10,802,7,255,122,120,16376,90,2873,-61,1068,-3
15.8207,16268,530,3583,-8,746,9,255,126,120,16316,185,3044,-49,1001,-1
15.8366,16328,478,3835,-2,689,8,255,126,120,16304,271,3178,-39,937,1
15.853,16296,490,3627,-1,608,6,255,129,119,16310,322,3342,-30,875,2
15.8531,16572,498,2499,10,588,9,255,129,119,16306,364,3413,-23,808,3
15.869,16684,426,2247,30,757,14,255,131,119,16372,397,3184,-15,753,4
15.8846,16588,378,2859,45,1025,21,255,131,119,16450,404,2949,-4,754,6
15.8847,16504,338,3079,54,1260,22,255,130,119,16484,397,2926,8,821,9
15.901,16248,454,3143,45,1462,20,255,130,119,16489,382,2964,19,930,12
15.9166,16448,542,3075,46,1665,21,255,129,119,16428,400,3008,25,1063,14
15.9167,16360,474,2695,43,1909,23,255,129,119,16433,435,3024,30,1213,15
15.9326,17160,374,431,2,2242,15,255,128,119,16414,444,2941,33,1387,17
15.9326,15856,462,3279,-24,2906,6,255,128,119,16600,426,2313,25,1600,16
15.9486,14504,522,8467,-5,3297,15,255,126,119,16414,435,2554,12,1926,13
15.965,14464,370,9871,20,2856,24,255,126,119,15936,456,4032,7,2268,13
15.9652,14672,590,9415,31,1953,26,255,124,119,15568,434,5491,10,2415,15
15.9809,14840,646,8207,45,951,25,255,124,119,15344,473,6472,15,2299,17
15.9965,15728,374,6391,106,371,46,255,128,119,15218,516,6905,22,1962,19
15.9966,16436,74,4723,159,131,68,255,128,119,15345,480,6776,43,1564,25
16.0127,16364,178,4567,186,188,76,255,128,119,15617,378,6262,72,1205,35
16.0128,16084,494,4043,203,399,83,255,128,119,15803,328,5838,100,950,45
16.0287,15684,422,5799,157,494,65,255,129,119,15873,369,5389,125,812,54
16.0445,15556,446,6147,148,496,64,255,129,119,15825,382,5491,133,732,56
16.0446,15512,442,6355,144,388,62,255,131,119,15757,398,5655,136,673,58
16.0609,15784,422,5467,191,363,82,255,131,119,15695,409,5830,138,601,59
16.0769,15424,590,5087,230,413,100,255,131,119,15717,412,5739,151,541,64
16.0771,16596,146,5179,274,530,116,255,133,119,15643,456,5576,170,509,73
16.0926,15368,690,5287,271,558,109,255,133,119,15881,378,5476,196,514,83
16.1086,15964,374,5023,259,622,112,255,132,119,15752,456,5428,214,525,89
16.1086,16208,470,4879,293,815,124,255,132,119,15805,435,5326,225,549,94
16.1249,15824,458,5107,267,918,113,255,131,119,15905,443,5214,242,615,101
16.1251,15828,638,5407,251,1064,118,255,131,119,15884,446,5187,248,690,104
16.1405,16160,402,5067,227,1186,106,255,131,119,15870,494,5242,248,783,107
16.1566,15652,290,5959,183,1277,91,255,131,119,15942,471,5198,242,883,106
16.1567,15660,246,5927,186,1400,94,255,130,119,15869,425,5388,227,981,102
16.1729,15612,394,6275,158,1439,85,255,130,119,15816,380,5522,216,1085,100
16.1887,15532,386,6683,123,1445,72,255,128,119,15765,383,5710,201,1173,96
16.1888,15204,450,6671,98,1435,61,255,128,119,15706,383,5953,181,1241,90
16.2046,15464,418,6267,74,1411,50,255,128,119,15580,399,6132,160,1289,82
16.2206,15080,518,6763,37,1397,34,255,128,119,15551,403,6165,138,1319,74
16.2207,15144,518,6287,30,1431,32,255,128,119,15433,431,6314,112,1338,64
16.237,14832,662,6991,47,1600,41,255,128,119,15360,452,6307,91,1361,56
16.2371,15420,398,6163,98,1832,71,255,129,118,15228,504,6478,80,1420,52
16.2526,15120,406,6891,149,2197,106,255,129,118,15276,477,6399,84,1523,56
16.269,13928,922,6063,207,2710,145,255,128,118,15237,459,6522,100,1691,68
16.2692,13944,486,9555,248,3312,174,255,128,118,14909,574,6407,126,1945,87
16.285,14588,390,12251,292,3233,208,255,127,118,14667,552,7194,156,2286,108
16.3006,14108,814,11867,274,2529,202,255,127,118,14647,511,8458,190,2522,133
16.3007,14232,878,9967,197,1698,145,255,127,118,14512,586,9310,211,2523,150
16.3168,14052,1082,8359,118,1195,92,255,127,118,14442,659,9474,207,2316,148
16.3169,14196,970,7591,79,1177,65,255,131,118,14344,764,9195,184,2035,134
16.333,14300,778,8183,13,1349,32,255,131,118,14307,815,8794,157,1820,116
16.3486,13624,1114,8155,-71,1581,-21,255,133,118,14305,805,8641,121,1702,95
16.3487,13860,698,9019,-130,1831,-60,255,133,118,14134,882,8519,73,1671,66
16.3645,13488,122,9775,-189,2044,-101,255,134,118,14065,836,8644,22,1711,34
16.381,13688,358,8391,-252,2246,-144,255,134,118,13920,657,8926,-31,1794,0
16.3812,14532,294,8939,-317,2576,-190,255,129,119,13862,582,8792,-87,1907,-36
16.3971,14104,590,8275,-390,2920,-253,255,129,119,14029,510,8828,-145,2074,-75
16.4126,12612,190,12515,-490,3008,-335,255,127,119,14047,530,8689,-207,2285,-120
16.4127,13444,1262,10755,-520,2762,-369,255,127,119,13688,445,9645,-278,2465,-174
16.4287,11120,-278,13807,-518,2498,-374,255,128,119,13627,649,9922,-339,2539,-223
16.4288,14652,-602,12263,-491,2240,-362,255,128,119,13000,417,10893,-384,2528,-261
16.4449,12256,350,11603,-428,2001,-329,255,120,120,13413,162,11235,-411,2456,-287
16.4605,12316,478,11879,-326,1736,-247,255,120,120,13123,209,11327,-416,2342,-298
16.4606,11944,150,11663,-224,1435,-173,255,123,121,12921,276,11465,-394,2190,-286
16.4766,11840,490,11027,-148,1222,-103,255,123,121,12676,244,11514,-352,2001,-258
16.4929,12392,1074,9923,-118,1266,-81,255,124,120,12467,305,11392,-301,1806,-220
16.493,12944,318,10195,-103,1478,-68,255,124,120,12448,497,11024,-256,1671,-186
16.5086,13208,726,10175,-62,1651,-23,255,128,120,12572,452,10816,-218,1622,-157
16.5087,11888,1042,10831,-13,1865,32,255,128,120,12731,520,10655,-179,1629,-124
16.5246,11816,790,10587,45,2081,91,255,131,120,12520,650,10699,-138,1688,-85
16.5409,11280,1110,10923,95,2295,148,255,131,120,12344,685,10671,-93,1786,-41
16.541,12168,602,11579,130,2467,193,255,132,119,12078,791,10734,-46,1913,6
16.5567,12576,454,12467,132,2499,203,255,132,119,12100,743,10945,-2,2051,52
16.5726,11188,278,12739,104,2355,165,255,129,119,12219,670,11325,31,2163,89
16.5727,10728,350,12255,68,2193,126,255,129,119,11961,572,11678,49,2211,108
16.5889,11040,-314,12255,30,2103,85,255,127,119,11652,516,11822,53,2206,112
16.6049,11136,-398,12335,1,2048,57,255,127,119,11499,308,11930,47,2180,105
16.605,10948,-690,12115,-32,2037,23,255,121,119,11408,131,12031,35,2147,93
16.6204,10540,-786,13079,-87,2093,-44,255,121,119,11293,-75,12052,18,2119,75
16.6205,11104,-462,12671,-117,2038,-88,255,115,119,11104,-253,12308,-9,2112,45
16.6365,10528,242,12627,-152,2016,-125,255,115,119,11104,-306,12398,-36,2093,11
16.6527,9964,398,13439,-165,2073,-169,255,116,120,10960,-169,12455,-65,2073,-23
16.6528,10072,674,13907,-184,2073,-203,255,116,120,10711,-28,12701,-90,2073,-60
16.6685,9880,206,13899,-194,2002,-236,255,121,120,10551,147,13002,-114,2073,-96
16.6847,9620,14,14175,-230,1893,-288,255,121,120,10383,161,13226,-134,2055,-131
16.6848,9312,186,14083,-270,1760,-364,255,121,120,10192,124,13463,-158,2014,-171
16.7009,9212,290,14835,-332,1609,-468,255,121,120,9972,139,13618,-186,1950,-220
16.7165,9264,690,14707,-367,1399,-527,255,122,121,9782,176,13922,-223,1864,-282
16.7166,8936,742,14847,-355,1141,-527,255,122,121,9652,304,14118,-259,1747,-344
16.7326,8832,822,14763,-326,927,-486,255,127,121,9473,413,14300,-283,1595,-390
16.7327,9700,-338,13615,-255,756,-393,255,127,121,9312,515,14415,-294,1428,-414
16.7489,9660,410,12751,-222,722,-367,255,127,121,9409,301,14215,-285,1260,-409
16.7649,8748,46,13431,-270,886,-426,255,127,121,9471,328,13849,-270,1125,-399
16.7649,9508,526,12291,-351,1162,-551,255,127,121,9290,257,13744,-270,1065,-406
16.7805,7900,-58,14783,-441,1388,-703,255,127,121,9344,324,13380,-291,1089,-443
16.797,8704,-426,14487,-543,1517,-882,255,126,122,8983,228,13730,-329,1163,-508
16.7972,8788,-422,14139,-645,1496,-1069,255,126,122,8913,64,13919,-383,1251,-602
16.8129,8844,-566,14291,-745,1431,-1254,255,121,123,8881,-58,13974,-449,1312,-719
16.8129,8388,94,13899,-829,1394,-1435,255,121,123,8871,-185,14053,-523,1341,-853
16.8285,8680,-2,14791,-883,1429,-1532,255,120,124,8750,-116,14014,-600,1354,-999
16.8445,7896,582,15243,-878,1432,-1561,255,120,124,8732,-88,14208,-671,1372,-1133
16.8446,8200,1242,14299,-826,1341,-1482,255,123,126,8523,79,14466,-723,1387,-1240
16.8605,7716,1322,14139,-756,1316,-1356,255,123,126,8442,369,14424,-749,1375,-1301
16.8765,7456,1294,14643,-678,1327,-1222,255,131,127,8260,607,14352,-751,1360,-1315
16.8766,7720,1038,15551,-603,1300,-1091,255,131,127,8059,778,14424,-733,1351,-1292
16.8926,7816,710,15779,-523,1178,-958,254,135,127,7974,843,14705,-701,1338,-1242
16.9089,7516,814,15551,-445,961,-821,253,134,127,7934,809,14973,-657,1298,-1171
16.909,8048,778,14835,-372,797,-706,253,134,127,7829,810,15117,-604,1213,-1084
16.9248,7844,622,14759,-318,692,-611,253,135,127,7883,802,15046,-546,1109,-990
16.9248,7680,538,14703,-280,627,-551,253,135,127,7873,757,14974,-489,1004,-896
16.9405,7500,606,14663,-264,611,-516,251,134,127,7824,702,14906,-437,909,-810
16.9566,7432,282,14535,-264,645,-511,251,134,127,7743,678,14845,-394,834,-737
16.9567,7800,174,15099,-261,695,-515,248,133,127,7665,579,14767,-362,786,-681
16.9729,7504,294,14103,-264,718,-516,248,133,127,7698,477,14850,-337,763,-640
16.9886,7976,-322,12339,-288,914,-545,248,131,127,7649,431,14663,-319,751,-609
16.9887,7300,-994,13463,-338,1319,-620,248,131,127,7730,242,14082,-312,791,-593
17.0046,6344,-1246,15735,-403,1670,-761,248,122,127,7622,-67,13927,-319,923,-600
17.0204,6632,-730,15259,-463,1793,-898,248,122,127,7302,-362,14379,-340,1109,-641
17.0205,6600,-674,15555,-516,1848,-1059,240,114,128,7134,-454,14599,-371,1280,-706
17.0366,6944,-426,15439,-554,1848,-1203,240,114,128,7000,-509,14838,-408,1422,-795
17.0367,6720,-82,14467,-590,1830,-1335,238,114,129,6986,-489,14988,-445,1528,-897
17.0525,6032,-150,13603,-614,1927,-1449,238,114,129,6919,-388,14857,-482,1603,-1007
17.0689,6108,-506,12311,-645,2267,-1570,234,115,131,6697,-329,14543,-515,1684,-1118
17.0691,5460,-342,14163,-687,2848,-1727,234,115,131,6549,-374,13985,-548,1829,-1231
17.0846,5272,-278,14635,-720,3259,-1891,228,113,132,6276,-366,14029,-583,2083,-1355
17.1006,5208,-134,15299,-737,3518,-2027,228,113,132,6025,-344,14180,-618,2377,-1489
17.1007,5216,726,14591,-730,3635,-2135,220,112,134,5820,-292,14459,-648,2662,-1624
17.1169,3868,1954,13715,-715,3761,-2188,220,112,134,5669,-38,14492,-669,2905,-1752
17.117,4156,2742,13011,-676,4144,-2141,211,122,136,5218,460,14297,-681,3119,-1861
17.1328,3016,3806,16387,-603,4649,-2006,211,122,136,4952,1030,13975,-680,3375,-1931
17.1485,7472,5506,14447,-503,4765,-1734,199,139,137,4468,1724,14578,-661,3693,-1950
17.1486,-1696,7338,27843,119,3261,-880,199,139,137,5219,2669,14545,-622,3961,-1896
